BIOCARTA_MAPK_PATHWAY	3.895277218e-06	7.68180744165e-09
BIOCARTA_PPARA_PATHWAY	3.24566561774e-06	1.40295941923e-09
BIOCARTA_AGR_PATHWAY	2.91151810172e-06	6.0197201261e-09
BIOCARTA_HIVNEF_PATHWAY	2.88353775731e-06	4.99479991672e-09
BIOCARTA_CARM_ER_PATHWAY	2.58228085992e-06	3.35198456732e-09
BIOCARTA_PAR1_PATHWAY	2.42536155202e-06	3.40981570491e-09
BIOCARTA_MYOSIN_PATHWAY	2.25230855807e-06	1.52216330897e-09
BIOCARTA_INTEGRIN_PATHWAY	2.25021959786e-06	1.41435053337e-09
BIOCARTA_BIOPEPTIDES_PATHWAY	2.13498703769e-06	1.99750172496e-09
BIOCARTA_CHREBP2_PATHWAY	2.05789328985e-06	1.64171905475e-09
BIOCARTA_KERATINOCYTE_PATHWAY	2.04867049898e-06	3.25131961994e-09
BIOCARTA_TCR_PATHWAY	1.9601935925e-06	1.40291087183e-09
BIOCARTA_NFAT_PATHWAY	1.95988832084e-06	3.26461186315e-09
BIOCARTA_NO1_PATHWAY	1.87194757218e-06	1.16043926717e-09
BIOCARTA_MET_PATHWAY	1.87165993848e-06	2.04079226935e-09
BIOCARTA_RHO_PATHWAY	1.85751663942e-06	2.21108068754e-09
BIOCARTA_FCER1_PATHWAY	1.60909997587e-06	1.71357276899e-09
BIOCARTA_EGF_PATHWAY	1.60270116907e-06	3.13299644524e-09
BIOCARTA_PDGF_PATHWAY	1.57377861993e-06	3.34667630645e-09
BIOCARTA_VEGF_PATHWAY	1.57195265766e-06	2.15102762417e-09
BIOCARTA_G2_PATHWAY	1.55800447453e-06	2.4517989834e-09
BIOCARTA_INTRINSIC_PATHWAY	1.55530803846e-06	2.29391220812e-09
BIOCARTA_FAS_PATHWAY	1.5516170629e-06	2.302850895e-09
BIOCARTA_FMLP_PATHWAY	1.54227684044e-06	4.99125005722e-10
BIOCARTA_MCALPAIN_PATHWAY	1.49050299364e-06	2.00365727935e-09
BIOCARTA_TNFR1_PATHWAY	1.47893211317e-06	4.18625343818e-09
BIOCARTA_EDG1_PATHWAY	1.47843091273e-06	1.9946725028e-09
BIOCARTA_BCR_PATHWAY	1.47775596181e-06	2.29726277363e-09
BIOCARTA_ECM_PATHWAY	1.43534735141e-06	1.73967564319e-09
BIOCARTA_TEL_PATHWAY	1.42782215729e-06	3.46300039909e-09
BIOCARTA_PTDINS_PATHWAY	1.42392895868e-06	2.51451588559e-09
BIOCARTA_ALK_PATHWAY	1.39727643512e-06	2.74714759521e-09
BIOCARTA_RAC1_PATHWAY	1.39496337517e-06	3.70700099088e-09
BIOCARTA_GH_PATHWAY	1.39118001424e-06	2.07089761596e-09
BIOCARTA_TOLL_PATHWAY	1.3887461783e-06	1.39006782575e-09
BIOCARTA_AMI_PATHWAY	1.38136718837e-06	1.58976718163e-09
BIOCARTA_IL2RB_PATHWAY	1.37406660152e-06	2.85847237988e-09
BIOCARTA_AT1R_PATHWAY	1.37256706119e-06	2.69159238337e-09
BIOCARTA_P38MAPK_PATHWAY	1.36709607404e-06	1.8478346051e-09
BIOCARTA_ATRBRCA_PATHWAY	1.35936503529e-06	2.48294966367e-09
BIOCARTA_MTOR_PATHWAY	1.35302750193e-06	3.44624541196e-09
BIOCARTA_HDAC_PATHWAY	1.34778342519e-06	2.01087868666e-09
BIOCARTA_HER2_PATHWAY	1.31751770048e-06	1.26911535231e-09
BIOCARTA_GPCR_PATHWAY	1.29888396496e-06	2.18787558669e-09
BIOCARTA_DEATH_PATHWAY	1.29607743707e-06	2.84188620203e-09
BIOCARTA_CXCR4_PATHWAY	1.27613949078e-06	1.96047497138e-09
BIOCARTA_ERK_PATHWAY	1.27482850064e-06	2.66911517531e-09
BIOCARTA_PYK2_PATHWAY	1.24407978772e-06	3.40580753817e-09
BIOCARTA_UCALPAIN_PATHWAY	1.24258747157e-06	1.68307785198e-09
BIOCARTA_PLATELETAPP_PATHWAY	1.23511601381e-06	2.10297081508e-09
BIOCARTA_IL1R_PATHWAY	1.23317985407e-06	1.11436391624e-09
BIOCARTA_WNT_PATHWAY	1.22913676356e-06	7.91934790426e-10
BIOCARTA_VDR_PATHWAY	1.22909414042e-06	1.81184215553e-09
BIOCARTA_EIF4_PATHWAY	1.22294834647e-06	3.31084485846e-09
BIOCARTA_CHEMICAL_PATHWAY	1.22152345674e-06	1.47465154656e-09
BIOCARTA_G1_PATHWAY	1.17878054273e-06	2.03479144504e-09
BIOCARTA_CREB_PATHWAY	1.17546255984e-06	2.08752543503e-09
BIOCARTA_NTHI_PATHWAY	1.15673605071e-06	1.05486802174e-09
BIOCARTA_LAIR_PATHWAY	1.15564534469e-06	2.50046129447e-09
BIOCARTA_TPO_PATHWAY	1.15497031321e-06	1.2182089293e-09
BIOCARTA_MPR_PATHWAY	1.15410012168e-06	2.54449683301e-09
BIOCARTA_GSK3_PATHWAY	1.13672714393e-06	1.8255861125e-09
BIOCARTA_ETS_PATHWAY	1.11806105925e-06	2.32814963093e-09
BIOCARTA_P53HYPOXIA_PATHWAY	1.11407134101e-06	1.89238454616e-09
BIOCARTA_CCR3_PATHWAY	1.10926473099e-06	9.93026686059e-10
BIOCARTA_RARRXR_PATHWAY	1.10540968042e-06	2.17928512232e-09
BIOCARTA_MEF2D_PATHWAY	1.10479163407e-06	1.80921973257e-09
BIOCARTA_ACE2_PATHWAY	1.10415571367e-06	1.82856866375e-09
BIOCARTA_ATM_PATHWAY	1.09660268364e-06	6.67654603077e-10
BIOCARTA_SPPA_PATHWAY	1.08482553298e-06	1.91729812765e-09
BIOCARTA_BAD_PATHWAY	1.08445268024e-06	2.03908242724e-09
BIOCARTA_TGFB_PATHWAY	1.08179147388e-06	5.04642886118e-10
BIOCARTA_IL7_PATHWAY	1.07535746002e-06	1.36120607825e-09
BIOCARTA_AKAPCENTROSOME_PATHWAY	1.07333248193e-06	6.49254725202e-10
BIOCARTA_VIP_PATHWAY	1.06320019264e-06	9.0220042421e-10
BIOCARTA_VITCB_PATHWAY	1.03279588996e-06	1.78031440364e-09
BIOCARTA_PITX2_PATHWAY	1.02178254221e-06	7.96982756893e-10
BIOCARTA_COMP_PATHWAY	1.01339113017e-06	1.34425605781e-09
BIOCARTA_NOS1_PATHWAY	1.01006210346e-06	8.03115580156e-10
BIOCARTA_ARAP_PATHWAY	1.00753972132e-06	1.82369610227e-09
BIOCARTA_IGF1R_PATHWAY	9.87225547245e-07	2.86491663883e-09
BIOCARTA_GLEEVEC_PATHWAY	9.70438751409e-07	1.54340719178e-09
BIOCARTA_CSK_PATHWAY	9.68985742888e-07	1.49037586495e-09
BIOCARTA_TFF_PATHWAY	9.63251766649e-07	2.25381767562e-09
BIOCARTA_CARDIACEGF_PATHWAY	9.33167086337e-07	1.03171845153e-09
BIOCARTA_STRESS_PATHWAY	9.32318239395e-07	2.11741495294e-09
BIOCARTA_RAS_PATHWAY	9.11200856772e-07	1.5214631835e-09
BIOCARTA_NDKDYNAMIN_PATHWAY	9.0925383333e-07	1.17232826286e-09
BIOCARTA_GCR_PATHWAY	9.06696106295e-07	2.1596625566e-09
BIOCARTA_RACCYCD_PATHWAY	9.05292472406e-07	5.89146292505e-10
BIOCARTA_NFKB_PATHWAY	9.00158752939e-07	1.5375105032e-09
BIOCARTA_SPRY_PATHWAY	8.9715320843e-07	2.50097153576e-09
BIOCARTA_PS1_PATHWAY	8.96371712235e-07	1.52038749588e-09
BIOCARTA_IL22BP_PATHWAY	8.93078071428e-07	2.37951416617e-09
BIOCARTA_MCM_PATHWAY	8.84778973897e-07	1.32992746499e-09
BIOCARTA_CELL2CELL_PATHWAY	8.80899572876e-07	1.10783132285e-09
BIOCARTA_IL6_PATHWAY	8.77346756594e-07	1.40577967263e-09
BIOCARTA_CALCINEURIN_PATHWAY	8.76451560265e-07	1.14853118334e-09
BIOCARTA_IGF1MTOR_PATHWAY	8.75822698007e-07	7.52600587074e-10
BIOCARTA_PML_PATHWAY	8.6856472309e-07	2.05061840674e-09
BIOCARTA_CTCF_PATHWAY	8.65267749799e-07	1.81135079066e-09
